player_name,player_team,position,injury_status,league_team,minutes,free_throws_made,free_throws_attempted,free_throw_percentage,three_pointer,rebounds,assists,steals,blocks,points
Jonas Jerebko,Utah,SF,"","",12.3,0.0,0.0,.000,0.5,3.3,0.8,0.0,0.0,2.5
Derrick White,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
Eric Moreland,Det,PF,"","",5.7,0.3,0.7,.500,0.0,3.3,0.7,0.3,1.3,1.0
Jalen Jones,Dal,SF,"","",15.0,0.0,0.0,.000,0.0,3.0,0.0,0.0,0.0,4.0
Jordan Crawford,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Lucas Nogueira,Tor,C,"","",14.5,0.5,2.0,.250,0.5,2.5,0.5,0.5,2.5,4.0
Malcolm Delaney*,Atl,SG,O,"",--,--,--,--,--,--,--,--,--,--
Paul Zipser,Chi,SG,DTD,"",17.0,0.0,0.0,.000,1.0,1.0,2.0,0.0,0.0,3.0
Juan Hernangomez,Den,PF,"","",3.0,0.0,0.0,.000,1.0,0.0,1.0,0.0,0.0,3.0
Tim Frazier,Wsh,SG,"","",13.0,0.0,0.0,.000,0.0,1.0,3.0,1.0,0.0,2.0
Jodie Meeks,Wsh,SG,"","",7.5,1.0,1.0,1.000,0.0,1.0,0.0,0.0,0.0,2.0
Rodney McGruder,Mia,SG,"","",18.0,0.5,1.0,.500,1.0,3.0,0.5,1.5,0.0,3.5
Marreese Speights,Orl,PF,"","",7.0,2.0,3.0,.667,2.0,0.0,0.0,0.0,0.0,10.0
Ekpe Udoh,Utah,C,"","",8.5,0.0,0.0,.000,0.0,1.0,0.0,0.5,2.5,0.0
Timothe Luwawu-Cabarrot,Phi,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Abdel Nader,Bos,PF,"","",13.5,0.0,0.0,.000,0.5,1.3,0.5,0.8,0.5,2.0
Deron Williams,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Jon Leuer*,Det,PF,O,"",--,--,--,--,--,--,--,--,--,--
Briante Weber,Mem,PG,"","",22.0,1.0,1.0,1.000,0.0,1.0,2.5,1.5,0.5,2.0
Metta World Peace,LAL,SF,"","",--,--,--,--,--,--,--,--,--,--
Joffrey Lauvergne,SA,PF,"","",4.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Frank Jackson*,Nor,PG,O,"",--,--,--,--,--,--,--,--,--,--
Alex Abrines,OKC,SG,"","",8.0,0.0,0.0,.000,1.0,0.7,0.7,0.0,0.0,3.0
DeAndre' Bembry*,Atl,PF,O,"",--,--,--,--,--,--,--,--,--,--
Wesley Iwundu,Orl,SG,"","",21.7,0.7,0.7,1.000,0.0,3.3,1.3,0.7,0.3,3.3
Semi Ojeleye,Bos,PF,"","",21.8,0.8,1.5,.500,0.5,3.0,0.3,0.0,0.0,2.8
Mirza Teletovic*,Mil,PF,O,"",--,--,--,--,--,--,--,--,--,--
Ivan Rabb,Mem,PF,DTD,"",6.0,0.0,0.0,.000,0.0,2.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith,Dal,PF,DTD,"",25.7,0.3,0.7,.500,1.0,5.0,1.0,0.7,0.3,4.0
Justin Patton,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Justin Anderson,Phi,SG,"","",19.0,1.7,1.7,1.000,0.3,2.7,2.0,0.3,0.0,6.7
Dwight Buycks,Det,SG,"","",2.5,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Langston Galloway,Det,SG,"","",3.0,0.0,0.0,.000,0.0,1.0,0.0,0.0,0.0,0.0
Joakim Noah*,NY,C,O,"",--,--,--,--,--,--,--,--,--,--
Miles Plumlee,Atl,PF,"","",16.5,0.0,1.0,.000,0.0,3.0,0.0,0.0,0.0,3.0
Iman Shumpert*,Sac,SG,O,"",--,--,--,--,--,--,--,--,--,--
Sean Kilpatrick,Chi,SG,"","",20.0,2.0,2.0,1.000,3.0,2.0,1.0,0.0,0.0,15.0
Salah Mejri,Dal,C,"","",18.0,0.0,0.0,.000,0.0,5.0,1.0,0.0,1.0,6.0
Tyler Ennis,LAL,PG,"","",18.0,0.0,0.0,.000,0.0,1.5,3.0,0.5,0.0,6.0
Amar'e Stoudemire,Mia,PF,"","",--,--,--,--,--,--,--,--,--,--
Zhou Qi,Hou,PF,"","",3.0,0.0,0.0,.000,0.0,3.0,0.0,0.0,0.0,2.0
Sam Dekker,LAC,SF,"","",7.8,0.5,0.8,.667,0.0,0.8,0.3,0.0,0.0,3.5
Maximilian Kleber,Dal,PF,"","",6.3,1.7,2.0,.833,0.3,1.3,1.0,0.0,0.3,3.3
Ramon Sessions,Wsh,PG,"","",18.7,3.7,4.3,.846,0.0,2.3,4.0,1.0,0.0,7.7
Travis Wear,LAL,PF,"","",16.7,1.3,1.3,1.000,1.7,2.7,0.7,1.0,0.0,7.0
Guerschon Yabusele,Bos,PF,"","",8.7,0.3,0.7,.500,0.3,1.0,0.7,0.0,0.0,2.0
Jawun Evans,LAC,PG,"","",3.7,0.3,0.7,.500,0.0,0.0,0.7,0.3,0.0,0.3
D.J. Wilson,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Monta Ellis,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Tony Bradley,Utah,C,"","",--,--,--,--,--,--,--,--,--,--
Nik Stauskas,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Khem Birch,Orl,PF,"","",11.3,0.3,0.7,.500,0.0,3.7,0.3,0.0,0.3,1.7
Jason Smith,Wsh,PF,"","",5.0,0.0,0.0,.000,0.5,1.5,0.5,0.0,0.0,2.5
Tony Allen,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Derrick Jones Jr.,Mia,PF,"","",--,--,--,--,--,--,--,--,--,--
Anzejs Pasecniks,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Raul Neto*,Utah,PG,O,"",--,--,--,--,--,--,--,--,--,--
David Lee,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Kay Felder,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Paige,Cha,SG,"","",12.0,2.0,2.0,1.000,1.0,1.0,2.0,0.0,0.0,9.0
Georges Niang,Utah,PF,"","",3.0,0.0,0.0,.000,0.0,2.0,1.0,0.0,0.0,2.0
Jamil Wilson,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Elton Brand,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Jabari Bird,Bos,SG,"","",4.5,0.0,0.0,.000,0.0,0.5,0.0,0.0,0.0,0.0
Josh McRoberts,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Malachi Richardson,Tor,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Josh Smith,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Nick Collison,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Cole Aldrich,Min,C,DTD,"",7.0,0.0,1.0,.000,0.0,2.5,0.5,0.0,0.0,2.0
Aaron Harrison,Dal,SG,"","",20.0,2.0,3.0,.667,0.0,2.0,1.0,1.0,1.0,6.0
Mike Miller,Den,SF,"","",--,--,--,--,--,--,--,--,--,--
Omer Asik,Chi,C,"","",--,--,--,--,--,--,--,--,--,--
Darrell Arthur,Den,PF,"","",7.0,0.0,0.0,.000,1.0,0.0,0.0,0.0,1.0,3.0
Damian Jones,GS,PF,"","",12.0,0.0,0.0,.000,0.0,4.0,0.0,0.0,0.0,6.0
Ryan Arcidiacono,Chi,SG,"","",10.5,0.0,0.0,.000,0.5,1.0,0.5,0.5,0.0,1.5
Chris Andersen,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Udonis Haslem,Mia,PF,"","",5.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Steve Blake,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Vlatko Cancar,Den,SF,"","",--,--,--,--,--,--,--,--,--,--
Roy Hibbert,Den,C,"","",--,--,--,--,--,--,--,--,--,--
Kirk Hinrich,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Aaron Brooks,Min,PG,"","",12.0,2.0,3.0,.667,2.0,2.0,0.0,0.0,0.0,8.0
Marshall Plumlee,Mil,C,"","",--,--,--,--,--,--,--,--,--,--
Brandon Paul,SA,SG,"","",3.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Chris McCullough,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Festus Ezeli*,Por,C,O,"",--,--,--,--,--,--,--,--,--,--
R.J. Hunter,Hou,SG,"","",3.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Okaro White,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Demetrius Jackson,Phi,SG,"","",7.5,0.5,1.0,.500,0.5,0.5,1.5,0.5,0.0,4.0
Henry Sims,Utah,C,"","",--,--,--,--,--,--,--,--,--,--
James Jones,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Ty Lawson,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Mickey,Mia,PF,"","",5.0,0.0,0.0,.000,0.0,1.0,0.0,0.0,0.0,0.0
Terrence Jones,Nor,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
Chinanu Onuaku,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Alec Peters,Pho,PF,"","",12.0,0.0,0.0,.000,1.0,0.0,0.0,0.0,0.0,3.0
Nazr Mohammed,OKC,C,"","",--,--,--,--,--,--,--,--,--,--
Anderson Varejao,GS,C,"","",--,--,--,--,--,--,--,--,--,--
Matt Bonner,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Mike Dunleavy,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Boris Diaw,Utah,PF,"","",--,--,--,--,--,--,--,--,--,--
Kyle Singler,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Johnny O'Bryant III,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
Steve Novak,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Satnam Singh Bhamara,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Alexis Ajinca*,Nor,C,O,"",--,--,--,--,--,--,--,--,--,--
Rashad Vaughn,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Nigel Williams-Goss,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Jake Layman,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Edmond Sumner,Ind,PG,"","",--,--,--,--,--,--,--,--,--,--
Luis Montero,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Andre Miller,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
Tayshaun Prince,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Mo Williams,Atl,PG,"","",--,--,--,--,--,--,--,--,--,--
O.J. Mayo,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Sim Bhullar,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Markel Brown,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Joel Bolomboy,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Anthony Brown,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Zoran Dragic,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Mathias Lessort,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Jaron Blossomgame,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Daniel Hamilton,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Rodney Stuckey,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Ryan Kelly,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Archie Goodwin,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Larry Drew II,Nor,SG,"","",13.0,0.0,0.0,.000,1.0,0.7,1.7,0.0,0.0,5.0
Kalin Lucas,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Charlie Villanueva,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Edy Tavares,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Derrick Williams,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Rakeem Christmas,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Larry Sanders,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Aaron Craft,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Cliff Alexander*,Nor,PF,O,"",--,--,--,--,--,--,--,--,--,--
Pablo Prigioni,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Darrun Hilliard,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Jarell Eddie,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Rade Zagorac,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Brian Roberts,Cha,PG,"","",--,--,--,--,--,--,--,--,--,--
Jeff Withey,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Chris Johnson,Hou,SF,"","",--,--,--,--,--,--,--,--,--,--
Lorenzo Brown,Tor,PG,"","",19.0,2.0,2.0,1.000,1.0,0.0,0.0,1.0,0.0,7.0
Leandro Barbosa,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Grant Jerrett,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Luis Scola,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Chris Kaman,Por,C,"","",--,--,--,--,--,--,--,--,--,--
Kris Humphries,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Dee Bost,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Joel Anthony,Mil,C,"","",--,--,--,--,--,--,--,--,--,--
Sasha Vujacic,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Andrea Bargnani,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Adams,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
James Michael McAdoo*,Phi,PF,O,"",--,--,--,--,--,--,--,--,--,--
Beno Udrih,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
James Young,Phi,SG,"","",9.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,2.0
Keith Appling,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Spencer Hawes,Mil,C,"","",--,--,--,--,--,--,--,--,--,--
Wang Zhelin,Mem,C,"","",--,--,--,--,--,--,--,--,--,--
Furkan Aldemir,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Sir'Dominic Pointer,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Stephen Zimmerman*,LAL,C,O,"",--,--,--,--,--,--,--,--,--,--
Andre Dawkins,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Jack Cooley,Sac,SF,"","",--,--,--,--,--,--,--,--,--,--
Sonny Weems,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Daniel Ochefu,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Quincy Pondexter,Chi,SF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Milutinov,SA,C,"","",--,--,--,--,--,--,--,--,--,--
Xavier Munford,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Sheldon Mac,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Rasual Butler,Min,SG,"","",--,--,--,--,--,--,--,--,--,--
Sergey Karasev,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Eric Griffin,Utah,SF,"","",--,--,--,--,--,--,--,--,--,--
Dahntay Jones,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Kevin Martin,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Kadeem Allen,Bos,SG,"","",0.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Patterson,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Ognjen Jaramaz,NY,PG,"","",--,--,--,--,--,--,--,--,--,--
Russ Smith,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Jordan McRae,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Semaj Christon,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Nick Johnson,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Jarnell Stokes,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Marcelo Huertas,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Dimitrios Agravanis,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Diamond Stone,Chi,C,"","",--,--,--,--,--,--,--,--,--,--
Sasha Kaun,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Cleanthony Early,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Pekovic,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Kostas Papanikolaou,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Patric Young,Nor,C,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Cousins,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Alpha Kaba,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Chase Budinger,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Aleksandar Vezenkov,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Jeff Ayres,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Eric Atkins,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Bryce Cotton,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Damjan Rudez,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Tim Quarterman,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Christian Wood,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Danuel House Jr.,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Arturas Gudaitis,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Chris Copeland,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Daniel Diez,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Petr Cornelie,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Brussino,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
David Michineau,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Ray McCallum,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Caron Butler,Sac,SF,"","",--,--,--,--,--,--,--,--,--,--
Phil Pressey,GS,PG,"","",--,--,--,--,--,--,--,--,--,--
Alec Brown,FA,C,"","",--,--,--,--,--,--,--,--,--,--
Cory Jefferson,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
CJ Wilcox,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Cameron Bairstow,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Adreian Payne,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Brandon Bass,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Bobby Brown,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
KJ McDaniels,Tor,SF,"","",--,--,--,--,--,--,--,--,--,--
Jared Sullinger,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Chuck Hayes,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Lou Amundson,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Hansbrough,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
DeAndre Daniels,FA,SF,"","",--,--,--,--,--,--,--,--,--,--
DeJuan Blair,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Lavoy Allen,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Farmar,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Louis Labeyrie,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Drew Gordon,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Randy Foye,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Hill,Min,PF,"","",--,--,--,--,--,--,--,--,--,--
Sergio Rodriguez,Phi,PG,"","",--,--,--,--,--,--,--,--,--,--
C.J. Watson,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Mitchell Watt,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
John Lucas III,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
James Anderson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Damien Inglis,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Will Cherry,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Cady Lalanne,SA,C,"","",--,--,--,--,--,--,--,--,--,--
J.P. Tokoto,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Morrow,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Tiago Splitter,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Robert Sacre,Nor,C,"","",--,--,--,--,--,--,--,--,--,--
Jerrelle Benimon,Utah,PF,"","",--,--,--,--,--,--,--,--,--,--
Branden Dawson,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Jarrod Uthoff,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Alonzo Gee,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Gary Neal,Atl,PG,"","",--,--,--,--,--,--,--,--,--,--
Andrew Goudelock,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Donatas Motiejunas,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Justin Hamilton,Bkn,C,"","",--,--,--,--,--,--,--,--,--,--
Aaron White,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Coty Clarke,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Tony Wroten,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Chasson Randle,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Olivier Hanlan,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
J.J. O'Brien,Mil,SF,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Laprovittola,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Donald Sloan,Wsh,PG,"","",--,--,--,--,--,--,--,--,--,--
Andrew Nicholson,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Axel Toupane,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Erick Green,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Pierre Deshawn Jackson,Dal,PG,"","",--,--,--,--,--,--,--,--,--,--
Drew Gooden,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Patrick Christopher,Utah,SG,"","",--,--,--,--,--,--,--,--,--,--
Jorge Gutierrez,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Mitch McGary,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Ronnie Price,Pho,PG,"","",--,--,--,--,--,--,--,--,--,--
Jason Thompson,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Ryan Hollins,Wsh,C,"","",--,--,--,--,--,--,--,--,--,--
Norris Cole,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Carl Landry,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Elliot Williams,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Shayne Whittington,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
Shawn Long,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Toney Douglas,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Greg Smith,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Alan Anderson,LAC,SF,"","",--,--,--,--,--,--,--,--,--,--
Jabari Brown,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandon Rush,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Reggie Williams,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Elijah Millsap,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
AJ Hammons,Mia,C,"","",--,--,--,--,--,--,--,--,--,--
Kevin Seraphin,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
Greivis Vasquez,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Duje Dukan,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Mike Tobey,Cha,C,"","",--,--,--,--,--,--,--,--,--,--
Kyle Wiltjer,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Thomas Robinson,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Hollis Thompson,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Ben Bentil,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
JJ Hickson,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Tibor Pleiss,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Maurice Ndour,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Michael Cobbins,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Justin Harper,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Kendall Marshall,Mil,PG,"","",--,--,--,--,--,--,--,--,--,--
Luka Mitrovic,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Alex Stepheson,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Julian Washburn,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Manny Harris,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Isaia Cordinier,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Hamilton,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Jared Cunningham,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Eriksson,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Jonathan Gibson,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Damien Wilkins,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Jeremy Evans,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Julyan Stone,Cha,PG,"","",14.0,0.0,0.0,.000,0.0,4.0,1.0,0.0,0.0,0.0
John Jenkins,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Orlando Johnson,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Nate Wolters,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Arinze Onuaku,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Vander Blue,LAL,SG,"","",--,--,--,--,--,--,--,--,--,--
Trey McKinney-Jones,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Scotty Hopson,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Devyn Marble,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
P.J. Hairston,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Alex Kirk,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
John Holland,Cle,SG,"","",4.0,0.3,0.7,.500,0.0,0.3,0.0,0.0,0.0,1.0
David Wear,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Harvey,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Juan Vaulet,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Radicevic,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Malcolm Miller,Tor,PF,"","",8.0,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0
Vince Shamar Hunter,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Michael Gbinije,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Collinsworth,Dal,SG,"","",12.5,2.0,2.5,.800,0.5,2.5,2.5,0.0,0.5,4.5
Matt Costello,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
